productName,genericName,packSize,gmsNo,costPrice,vatRate,manufacturer,legalCategory,barcode,ipuCode
AURELLIA DELIGHT CLEAR VINYL  PDR/FR S,,1,,3.50,23,Pharmacare,,9555002106072,5099627682954
AURELLIA DELIGHT CLEAR VINYL PDR/FR L,,1,,3.50,23,Pharmacare,,9555002106096,5099627683869
AURELLIA DELIGHT CLEAR VINYL PDR/FR XL,,1,,3.50,23,Pharmacare,,9555002106102,5099627683876
AUREOCORT OINT ULM POA,TRIAMCINOLON/CHLORTETRACY,30,,0.00,23,Unlicensed Medicines,S1A,,2200002794718
AUREOMYCIN 1% EYE OINT ULM POA,CHLORTETRACYCLINE,5,,0.00,23,Unlicensed Medicines,S1A,,2200002768702
AURIDERM XO CREAM ULM POA,PHYTOMENADIONE,75,,0.00,23,Unlicensed Medicines,S1A,,2200002778947
AUTION STICKS 10EA TEST STRIPS,,100,10054,34.62,23,Medicon,,,5099627180986
AUTOCLAVE DISP,,1,,155.00,23,Ecolab,,,5099627518253
AUTOCLIX LANCETS,,200,,32.04,23,Roche Diag,,4015630000043,5099627004275
AUTOLET IMPRESSION,,1,,5.82,23,O Mumford,,5016189029010,5099627315708
AUTOPEN 24 1-24 UNITS,,1,,22.86,23,O Mumford,,5016189421012,5099627086547
AUTOPEN 24 2-42 UNITS,,1,,22.86,23,O Mumford,,5016189420015,5099627086530
AUTOPEN CLASSIC 1-21 UNITS,,1,,23.22,23,O Mumford,,5016189381019,5099627086523
AUTOPEN CLASSIC 2-42 UNITS,,1,,23.22,23,O Mumford,,5016189380012,5099627086516
AUTOSOFT30 UNOMED INF SET 110CM 13MM GRY,,10,85216,99.88,23,Convatec,,,5099627316460
AUTOSOFT30 UNOMED INF SET 60CM 13MM GRY,,10,85213,99.88,23,Convatec,,,5099627257190
AUTOSOFT90 UNOMED INF SET 110CM 6MM GREY,,10,85223,99.88,23,Convatec,,,5099627399265
AUTOSOFT90 UNOMED INF SET 110CM 9MM GREY,,10,85229,99.88,23,Convatec,,,5099627886468
AUTOSOFT90 UNOMED INF SET 60CM 6MM GREY,,10,85220,99.88,23,Convatec,,,5099627736961
AUTOSOFT90 UNOMED INF SET 60CM 6MM PINK,,10,85222,99.88,23,Convatec,,,5099627768283
AUTOSOFT90 UNOMED INF SET 60CM 9MM BLUE,,10,85224,99.88,23,Convatec,,,5099627779111
AUTOSOFT90 UNOMED INF SET 60CM 9MM GREY,,10,85226,99.88,23,Convatec,,,5099627312592
AUTOSOFT90 UNOMED INF SET 60CM 9MM PINK,,10,85228,99.88,23,Convatec,,,5099627725637
AUTOSOFT90 UNOMED INF SET B 60CM 6MM BLU,,10,85218,99.88,23,Convatec,,,5099627571005
AUXINA A VIT A 50000IU SOFT CAPS ULM,RETINOL,10,,0.00,13.50,Unlicensed Medicines,S1A,,2200002780780
AVAMYS 27.5MCG NASAL SPRAY 120 DS,FLUTICASONE FUROATE,1,53632,9.29,23,Gsk Med,S1B,5099211006098,5099627959063
AVAMYS 27.5MCG NASAL SPRAY 120 DS B&S,FLUTICASONE FUROATE,1,13239,9.14,23,,,,
AVAMYS 27.5MCG NASAL SPRAY 120 DS IMED,FLUTICASONE FUROATE,1,53625,9.01,23,Imed,S1B,5391522281851,5099627595254
AVAMYS 27.5MCG NASAL SPRAY 120 DS LEXON,FLUTICASONE FUROATE,1,53612,9.02,23,Lexon Uk,S1B,5037015041839,5099627343299
AVAMYS 27.5MCG NASAL SPRAY 120 DS PCO,FLUTICASONE FUROATE,1,53645,9.02,23,Pco,S1B,,5099627545280
AVAMYS 27.5MCG NASAL SPRAY120 DS CLEAR,FLUTICASONE FUROATE,1,53638,9.76,23,,,,
AVANDAMET 1MG/500MG TABS,ROSIGLITAZONE,112,,37.76,0,Sb Pharm,,5000483111373,
AVANDAMET 2MG/1000MG TABS,ROSIGLITAZONE,56,,42.00,0,Sb Pharm,,5000483111687,
AVANDAMET 2MG/500MG TABS,ROSIGLITAZONE,112,,77.60,0,Sb Pharm,,5000483111380,
AVANDAMET 4MG/1000MG TABS,ROSIGLITAZONE,56,,77.00,0,Sb Pharm,,5000483111694,
AVANDIA 4MG TABS,ROSIGLITAZONE,28,,41.60,0,Sb Pharm,,5000483131807,
AVANDIA 4MG TABS PCO,ROSIGLITAZONE,28,,40.35,0,,,,
AVASTIN 25MG/ML CONC FOR SOLN/INF 16ML,BEVACIZUMAB,1,,975.81,23,Roche,S1A,5000471006308,5099627429016
AVASTIN 25MG/ML CONC FOR SOLN/INF 16ML,BEVACIZUMAB,1,,975.81,23,Roche,S1A,7613326020039,5099627429016
AVASTIN 25MG/ML CONC FOR SOLN/INF 4ML,BEVACIZUMAB,1,,268.36,23,Roche,S1A,5000471006292,5099627429009
AVASTIN 25MG/ML CONC FOR SOLN/INF 4ML,BEVACIZUMAB,1,,268.36,23,Roche,S1A,7613326020022,5099627429009
AVAXIM ADULT INACTIVATED HEPATITIS A VAC,HEPATITIS A VACCINE,1,,24.98,23,Sanofi Eu,S1A,5015973211013,5099627385312
AVELOX 400MG FC TABS,MOXIFLOXACIN,5,53501,12.15,0,Bayer,S1A,5010605250019,5099627804097
AVELOX 400MG FC TABS,MOXIFLOXACIN,5,53501,12.15,0,Bayer,S1A,5391404000136,5099627804097
AVELOX 400MG FC TABS IMED,MOXIFLOXACIN,5,,12.15,0,Imed,S1A,5391522282902,5099627443036
AVELOX 400MG FC TABS LTT,MOXIFLOXACIN,5,53525,12.31,0,Ltt Pharma,S1A,5037015031793,5099627227674
AVELOX 400MG FC TABS PCO,MOXIFLOXACIN,5,53507,11.80,0,Pco,S1A,,5099627373531
AVELOX 400MG/250ML SOLN/INF,MOXIFLOXACIN,1,,173.92,23,Bayer,S1A,,5099627345439
AVLOCLOR 250MG TABS,CHLOROQUINE,100,,4.32,0,Astra Zen,,5000455001466,
AVLOCLOR 250MG TABS ULM POA,CHLOROQUINE,20,,0.00,0,Unlicensed Medicines,S1A,,2200002787482
AVOCA 95% WART & VERR CUT STICK ULM POA,SILVER NITRATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002800822
AVOCA CAUSTIC PENCILS 40% ULM POA,SILVER NITRATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002800815
AVODART 0.5MG SOFT  CAPSULES LTT,DUTASTERIDE,30,,16.95,0,Ltt Pharma,S1B,5037015030178,5099627168557
AVODART 0.5MG SOFT CAPS CLEAR PH,DUTASTERIDE,30,53666,25.04,0,,,,
AVODART 0.5MG SOFT CAPSULES,DUTASTERIDE,30,53641,13.98,0,Gsk Med,S1A,5099211004353,5099627256322
AVODART 0.5MG SOFT CAPSULES  EURODRUG,,30,,16.94,0,,,,
AVODART 0.5MG SOFT CAPSULES IMED,DUTASTERIDE,30,53675,13.56,0,Imed,S1A,5000123111336,5099627096263
AVODART 0.5MG SOFT CAPSULES IMED,DUTASTERIDE,30,53675,13.56,0,Imed,S1A,5391522282919,5099627096263
AVODART 0.5MG SOFT CAPSULES IMED,DUTASTERIDE,30,53675,13.56,0,Imed,S1A,5391522284531,5099627096263
AVODART 0.5MG SOFT CAPSULES PCO,DUTASTERIDE,30,53450,13.56,0,Pco,S1A,,5099627574785
AVONEX 30MCG/0.5ML PFP SOLN FOR INJ,INTERFERON BETA-1A,4,88285,898.58,23,Biogen,S1A,646520022933,5099627938600
AVONEX 30MCG/0.5ML PFS SOLN FOR INJ,INTERFERON BETA-1A,4,88251,920.03,23,Biogen,S1A,646520015096,5099627066150
AXID 150MG CAPS,NIZATIDINE,30,,12.80,0,Flynn Phar,,5060106550422,
AXSAIN 0.075% CREAM,CAPSAICIN,45,50905,19.08,23,Teva,S1B,5012564001527,5099627547789
AXSAIN 0.075% CREAM,CAPSAICIN,45,50905,19.08,23,Teva,S1B,5060093000078,5099627547789
AYMES ACTAGAIN 600 BANANA 250ML,,1,85136,1.85,0,Aymes,,5060286632802,5099627886147
AYMES ACTAGAIN 600 STRAWBERRY 250ML,,1,85136,1.85,0,Aymes,,5060286631911,5099627834025
AYMES ACTAGAIN 600 VANILLA 250ML,,1,85136,1.85,0,Aymes,,5060286631935,5099627949828
AYMES ACTASOLVE PROTEIN CMP  57G STARTER,,5,85032,5.61,0,Aymes,,,5099627849845
AYMES ACTASOLVE PROTEIN COMPACT 57G,,7,83272,7.85,0,Aymes,,,5099627624329
AYMES CREME CHOCOLATE 125G,,4,,5.12,0,Aymes,,5060286631539,5099627726931
AYMES CREME VANILLA 125G,,4,,5.12,0,Aymes,,5060286631515,5099627206013
AYMES SHAKE 57G STARTER WITH SHAKER,,6,83268,4.44,0,Aymes,,,5099627870108
AYMES SHAKE BANANA 57G,,7,83254,4.69,0,Aymes,,5060286630310,5099627674522
AYMES SHAKE BANANA 57G,,7,83254,4.69,0,Aymes,,5060286631218,5099627674522
AYMES SHAKE CHOCOLATE 57G,,7,83254,4.69,0,Aymes,,5060286630358,5099627340908
AYMES SHAKE CHOCOLATE 57G,,7,83254,4.69,0,Aymes,,5060286631232,5099627340908
AYMES SHAKE COMP 57G STARTER WITH SHAKER,,5,,2.78,0,Aymes,,,5099627495868
AYMES SHAKE COMPACT 57G,,7,83265,3.89,0,Aymes,,,5099627295406
AYMES SHAKE COMPACT 57G STARTER & SHAKER,,6,83277,4.44,0,Aymes,,5060286630396,5099627933124
AYMES SHAKE COMPACT BANANA 57G,,7,83265,3.89,0,Aymes,,5060286630716,5099627832793
AYMES SHAKE COMPACT CHOCOLATE 57G,,7,83265,3.89,0,Aymes,,5060286630693,5099627822800
AYMES SHAKE COMPACT NEUTRAL 57G,,7,83265,3.89,0,Aymes,,5060286630655,5099627532679
AYMES SHAKE COMPACT STRAWBERRY 57G,,7,83265,3.89,0,Aymes,,5060286630730,5099627875530
AYMES SHAKE COMPACT VANILLA 57G,,7,83265,3.89,0,Aymes,,5060286630754,5099627374163
AYMES SHAKE FIBRE 57G,,7,83270,5.74,0,Aymes,,,5099627292436
AYMES SHAKE FIBRE 57G STARTER & SHAKER,,5,83271,4.10,0,Aymes,,,5099627287234
AYMES SHAKE GINGER 57G,,7,83254,4.69,0,Aymes,,5060286632659,5099627714907
AYMES SHAKE NEUTRAL 57G,,7,83254,4.69,0,Aymes,,5060286630372,5099627273336
AYMES SHAKE NEUTRAL 57G,,7,83254,4.69,0,Aymes,,5060286631256,5099627273336
AYMES SHAKE STRAWBERRY 57G,,7,83254,4.69,0,Aymes,,5060286630297,5099627191920
AYMES SHAKE STRAWBERRY 57G,,7,83254,4.69,0,Aymes,,5060286631287,5099627191920
AYMES SHAKE VANILLA 57G,,7,83254,4.69,0,Aymes,,5060286630334,5099627612524
AYMES SHAKE VANILLA 57G,,7,83254,4.69,0,Aymes,,5060286631300,5099627612524
AZACITIDINE ACCORD 25MG/ML PDR INJ POA,AZACITIDINE,1,,0.00,23,Accord Hc,S1A,5055565759622,5099627897037
AZACITIDINE ACCORD 25MG/ML PDR INJ POA,AZACITIDINE,1,,0.00,23,Accord Hc,S1A,5055565772201,5099627897037
AZACITIDINE MYLAN 25MG/ML PDR/SUSP/INJ,AZACITIDINE,1,,165.24,23,Viatris,S1A,5099151922274,5099627126397
AZACITIDINE SEACROSS 25MG/ML PDR SUS/INJ,AZACITIDINE,1,,298.00,23,Caragen,S1A,5060380770264,5099627526104
AZACTAM 1G PDR FOR SOLN FOR INJ/INF,AZTREONAM,1,,12.27,23,Bms Pharm,S1A,5012712001102,5099627053730
AZACTAM 2G PDR FOR SOLN FOR INJ/INF,AZTREONAM,1,,24.51,23,Bms Pharm,S1A,5012712001119,5099627053747
AZALIA 75MCG FC TABS,DESOGESTREL,84,27006,8.14,0,Consilient,S1B,5391512452995,5099627920933
AZARGA 10MG/5MG/ML E/DROPS SUSP 5ML IMED,BRINZOLAMIDE/TIMOLOL,1,53502,11.55,23,Imed,S1B,5391522281868,5099627697262
AZARGA 10MG/5MG/ML E/DROPS SUSP 5ML LEXO,BRINZOLAMIDE/TIMOLOL,1,13112,11.54,23,Lexon Uk,S1B,5037015041815,5099627545792
AZARGA 10MG/5MG/ML E/DROPS SUSP 5ML WAYM,TIMOLOL,1,53559,17.18,23,Waymade,,5000209592530,
AZARGA 10MG/5MG/ML E/DROPS SUSP 5ML WAYM,TIMOLOL,1,53559,17.18,23,Waymade,,5021730025373,
AZARGA 10MG/5MG/ML E/DROPS SUSP 5ML WAYM,TIMOLOL,1,53559,17.18,23,Waymade,,8714789080925,
AZARGA 10MG/5MG/ML EYE DROP SUSP 5ML B&S,BRINZOLAMIDE/TIMOLOL,1,13240,15.29,23,,,,
AZARGA 10MG/5MG/ML EYE DROP SUSP 5ML PCO,BRINZOLAMIDE/TIMOLOL,1,,12.48,23,Pco,S1B,,5099627680455
AZARGA 10MG/5MG/ML EYE DROPS SUSP 5ML,BRINZOLAMIDE/TIMOLOL,1,53551,11.90,23,Novartis,S1B,5010678901092,5099627579445
AZARGA 10MG/5MG/ML EYE DROPS SUSP 5ML,BRINZOLAMIDE/TIMOLOL,1,53551,11.90,23,Novartis,S1B,5015664003972,5099627579445
AZARGA 10MG/5MG/ML EYE DROPS SUSP 5ML,BRINZOLAMIDE/TIMOLOL,1,53551,11.90,23,Novartis,S1B,5015664006614,5099627579445
AZATHIOPRINE 10MG CAPS ULM POA,AZATHIOPRINE,50,,0.00,0,Unlicensed Medicines,S1A,,2200002766371
AZATHIOPRINE 25MG/5ML ORAL SUSP ULM POA,AZATHIOPRINE,200,,0.00,0,Unlicensed Medicines,S1A,,2200002786652
AZATHIOPRINE 40MG/5ML ORAL SUSP ULM POA,AZATHIOPRINE,200,,0.00,0,Unlicensed Medicines,S1A,,2200002766388
AZATHIOPRINE 50MG/5ML ORAL SUSP ULM POA,AZATHIOPRINE,150,,0.00,0,Unlicensed Medicines,S1A,,2200002786669
AZATHIOPRINE 50MG/5ML ORAL SUSP ULM POA,AZATHIOPRINE,200,,0.00,0,Unlicensed Medicines,S1A,,2200002766395
AZATHIOPRINE 75MG/5ML ORAL SUSP ULM POA,AZATHIOPRINE,150,,0.00,0,Unlicensed Medicines,S1A,,2200002766401
AZILECT 1MG TABS,RASAGILINE,28,13115,27.34,0,Teva,S1B,5017007020219,5099627296663
AZILECT 1MG TABS,RASAGILINE,28,13115,27.34,0,Teva,S1B,5017007603863,5099627296663
AZILECT 1MG TABS CLEAR PH,RASAGILINE,28,13170,95.09,0,,,,
AZILECT 1MG TABS IMED,RASAGILINE,28,,27.34,0,Imed,S1B,5391522281875,5099627697279
AZILECT 1MG TABS LEXON,RASAGILINE,28,31808,96.17,0,Lexon Uk,S1B,5037015041808,5099627765862
AZILECT 1MG TABS ORIGINALIS,RASAGILINE,28,31802,54.98,0,Originalis,S1B,8719923003815,5099627679534
AZILECT 1MG TABS PCO,RASAGILINE,28,13166,27.34,0,Pco,S1B,,5099627373548
AZITHROMYCIN 250 MG CAPSULES/FILM-COATED TABLETS,,1,0,0.00,0,Virtual Product,,,
AZITHROMYCIN 250MG FC TABS,AZITHROMYCIN,6,47901,7.59,0,Accord Hc,S1A,5055565754580,5099627746175
AZITHROMYCIN 500MG PDR/SOLN/INJ ULM POA,AZITHROMYCIN,10,,0.00,23,Unlicensed Medicines,S1A,,2200002766432
AZITHROMYCIN ACTAVIS 250MG FC TABS,,6,,7.59,0,Actavis,,5690528175028,
AZITHROMYCIN CLONMEL 250MG FC TABS,AZITHROMYCIN,6,47968,7.59,0,Clonmel,S1A,5099562120528,5099627084727
AZITHROMYCIN KRKA 250MG FC TABS,AZITHROMYCIN,6,13104,7.59,0,Krka Pharm,S1A,3838989635633,5099627695640
AZITHROMYCIN TEVA 250MG FC TABS,AZITHROMYCIN,6,16198,7.59,0,Teva,S1A,5060135093075,5099627365413
AZO 95MG URINARY PAIN RELIEF TAB ULM PO,PHENAZOPYRIDINE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002778626
AZO WIPES,,200,,9.01,23,Fannin,,5019829381103,5099627373791
AZOL 100MG CAPS ULM,DANAZOL,100,20276,91.33,0,,,,
AZOL 100MG CAPS ULM,DANAZOL,100,20276,91.33,0,,,,
AZOL 100MG CAPS ULM,DANAZOL,100,20276,91.33,0,Unlicensed Medicines,S1A,,2200002796514
AZOL 200MG CAPS ULM POA,DANAZOL,100,,0.00,0,Unlicensed Medicines,S1A,,2200002788175
AZOPT 10MG/ML EYE DROPS SUSP,BRINZOLAMIDE,5,50724,4.73,23,Novartis,S1B,5010678901108,5099627831543
AZOPT 10MG/ML EYE DROPS SUSP,BRINZOLAMIDE,5,50724,4.73,23,Novartis,S1B,5015664002753,5099627831543
AZOPT 10MG/ML EYE DROPS SUSP B&S,BRINZOLAMIDE,5,50803,9.81,23,,,,
AZOPT 10MG/ML EYE DROPS SUSP IMED,BRINZOLAMIDE,5,50701,4.59,23,Imed,S1B,5391522281882,5099627205955
AZOPT 10MG/ML EYE DROPS SUSP LEXON,BRINZOLAMIDE,5,50816,5.74,23,Lexon Uk,S1B,5037015041792,5099627101295
AZOPT 10MG/ML EYE DROPS SUSP PHARMARAM,BRINZOLAMIDE,5,50810,10.20,23,,,,
AZOPWIPES 70% HARD SURFACE DISINFECT POA,,200,,0.00,23,Medisource,,,5099627661683
AZROMAX 250MG FC TABS AZITHROMYCIN,AZITHROMYCIN,6,13822,7.59,0,Viatris,S1A,5099151002402,5099627555999
AZROMAX 250MG FC TABS AZITHROMYCIN,AZITHROMYCIN,6,13822,7.59,0,Viatris,S1A,5099151003591,5099627555999
AZUZOTE 30MG FC TABS,NEFOPAM,30,,10.00,0,AZURE,S1B,5391537030062,5099627713818
AZYTER 15MG/G EYE DROPS SOLN SCU,AZITHROMYCIN,6,13113,6.66,23,Lab Thea,S1A,3662042000294,5099627399982
AZZALURE 125 SPEYWOOD UNITS PDR SOLN INJ,BOTULINUM TOXIN TYPE A,2,,220.06,23,Galderma,S1A,5020465200307,5099627547208
B BRAUN 5028E STOMA CARE BELT,,1,93267,9.06,0,B Braun,,4046963972639,5099627989503
B BRAUN 5028E STOMA CARE BELT,,1,93267,9.06,0,B Braun,,5019126141660,5099627989503
B BRAUN URO-TAINER SOLUTION R 9746625,,10,94002,58.17,0,B Braun,,4030539048903,5099627321655
B V ALL PURPOSE MICROFIBRE CLOTH 36X40CM,,1,,11.95,23,Fleming,,5605622020136,5099627591225
B V CATHETERISATION SET NO 1,,1,,7.75,23,Fleming,,5605622013213,5099627863254
B V CATHETERISATION SET NO 3,,1,,7.95,23,Fleming,,5605622013237,5099627608787
B V COMPRESSION BANDAGE 10CM X 7M,,1,,7.25,23,Fleming,,5605622001876,5099627758079
B V COMPRESSION BANDAGE 12CM X 4.5M,,1,,5.86,23,Fleming,,5605622001920,5099627896450
B V COMPRESSION BANDAGE 6CM X 7M,,1,,4.10,23,Fleming,,5605622001852,5099627896375
B V COMPRESSION BANDAGE 8CM X 7M,,1,,5.75,23,Fleming,,5605622001869,5099627906951
B V CONFORMING BNDG 10CM X 4M,,1,,0.75,23,Fleming,,5605622001081,5099627696050
B V CONFORMING BNDG 10CM X 4M GMS,,1,80330,0.45,23,Fleming,,5605622000909,5099627733304
B V CONFORMING BNDG 15CM X 4M,,1,,0.75,23,Fleming,,5605622001104,5099627264822
B V CONFORMING BNDG 15CM X 4M,,1,,0.75,23,Fleming,,5605622200927,5099627264822
B V CONFORMING BNDG 15CM X 4M GMS,,1,80349,0.75,23,Fleming,,5605622000923,5099627733311
B V CONFORMING BNDG 5CM X 4M,,1,,0.75,23,Fleming,,5605622016665,5099627150965
B V CONFORMING BNDG 5CM X 4M GMS,,1,80314,0.35,23,Fleming,,5605622000862,5099627733267
B V CONFORMING BNDG 7CM X 4M GMS,,1,80322,0.40,23,Fleming,,5605622000886,5099627733298
B V COTTON BALLS WHITE,,100,,1.95,23,Fleming,,5605622007281,5099627728058
B V COTTON BALLS WHITE,,250,,4.45,23,Fleming,,5605622007298,5099627728065
B V COTTON BALLS WHITE,,500,,8.95,23,Fleming,,5605622007304,5099627728072
B V CREPE BNDG MEDIUM COMP 10CM X 5M GMS,,1,80063,1.24,23,Fleming,,5605622003191,5099627672139
B V CREPE BNDG MEDIUM COMP 15CM X 5M GMS,,1,80071,1.85,23,Fleming,,5605622003214,5099627672146
B V CREPE BNDG MEDIUM COMP 6CM X 5M GMS,,1,80047,0.77,23,Fleming,,5650622003177,5099627672115
B V CREPE BNDG MEDIUM COMP 8CM X 5M GMS,,1,80055,0.93,23,Fleming,,5605622003184,5099627672122
B V ELASTIC COHESIVE BANDAGE 10CM X 4M,,1,,2.25,23,Fleming,,5605622016306,5099627585507
B V ELASTIC COHESIVE BANDAGE 4CM X 4M,,1,,1.25,23,Fleming,,5605622003054,5099627591270
B V ELASTIC COHESIVE BANDAGE 6CM X 4M,,1,,1.95,23,Fleming,,5605622016283,5099627389198
B V ELASTIC COHESIVE BANDAGE 8CM X 4M,,1,,2.25,23,Fleming,,5605622016290,5099627528672
B V EXTRA LONG NON STERILE POLY GLOVE,,50,,4.45,23,Fleming,,5605622021690,5099627592291
B V EYE PAD STERILE 5.6 X 7CM,,1,,0.75,23,Fleming,,5605622025155,5099627981422
B V FINGER/TOE TUBE BANDAGE LARGE 2.5CM,,1,,3.45,23,Fleming,,5605622002569,5099627896696
B V FINGER/TOE TUBE BANDAGE SMALL 1.5CM,,3,,3.45,23,Fleming,,5605622002552,5099627896689
B V FOAM COLLAR & CUFF 10CM X 6M,,1,,23.45,23,Fleming,,5605622017013,5099627382526
B V FOAM COLLAR & CUFF 15CM X 6M,,1,,32.75,23,Fleming,,5605622017020,5099627382557
B V FOAM COLLAR & CUFF 5CM X 6M,,2,,24.95,23,Fleming,,5605622016993,5099627382502
B V FOAM COLLAR & CUFF 7.5CM X 6M,,2,,26.95,23,Fleming,,5605622017006,5099627382519
B V GAUZE BALLS STERILE 55 X 70CM 20 X 5,,1,,16.75,23,Fleming,,5605622011202,5099627140492
B V GAUZE ROLLS 80CM X 1M,,1,,1.95,23,Fleming,,5605622000145,5099627389730
B V GAUZE ROLLS 80CM X 2M,,1,,2.95,23,Fleming,,5605622000152,5099627389297
B V GAUZE ROLLS 80CM X 5M,,1,,6.75,23,Fleming,,5605622000169,5099627389341
B V GAUZE SWABS STERILE 10 X 10CM 12 PLY,,1,,2.17,23,Fleming,,,5099627680790
B V GAUZE SWABS STERILE 10 X 10CM 12 PLY,,5,,21.75,23,Fleming,,,5099627728126
B V GAUZE SWABS STERILE 10 X 10CM 8 PLY,,5,,21.95,23,Fleming,,5605622010625,5099627897655
B V GAUZE SWABS STERILE 7.5 X 7.5CM X 20,,5,,16.75,23,Fleming,,5605622010373,5099627897648
B V LEMON GLYCERIN SWABS,,25,,12.45,23,Fleming,,5605622021676,5099627150514
B V MATERNITY PADS NON STERILE 10 X 30CM,,80,,22.50,0,,,,
B V NAT ORTHOPAEDIC BNDG 10CM X 2.7M,,1,,1.95,23,Fleming,,5605622016702,5099627958189
B V NAT ORTHOPAEDIC BNDG 15CM X 2.7M,,1,,2.95,23,Fleming,,5605622016719,5099627143400
B V NAT ORTHOPAEDIC BNDG 7.5CM X 2.7M,,1,,1.95,23,Fleming,,5605622017884,5099627958172
B V NAT ORTHOPAEDIC PADDING 10CM X 2.7M,,1,,2.45,23,Fleming,,5605622021614,5099627142922
B V NAT ORTHOPAEDIC PADDING 15CM X 2.7M,,1,,3.75,23,Fleming,,5605622021621,5099627143370
B V NON STER SWABS 10CM X 10CM 100 GMS,,1,86177,2.05,23,Fleming,,5605622006949,5099627732840
B V NON STER SWABS 10CM X 20CM,,1,,8.45,23,Fleming,,5605622006956,5099627896719
B V NON STER SWABS 7.5CM X 7.5CM 100 GMS,,1,86193,1.30,23,Fleming,,5605622006925,5099627732833
B V NON STERILE NON WOVEN WIPES 18X35CM,,20,,1.03,23,Fleming,,5605622020129,5099627608152
B V NON STERILE NON WOVEN WIPES 20X20CM,,40,,1.50,23,Fleming,,5605622020112,5099627607896
B V NON STERILE NON WOVEN WIPES 30X35CM,,100,,5.63,23,Fleming,,5605622014302,5099627607841
B V NON STERILE SWABS 5CM X 5CM 100 GMS,,1,86185,1.25,23,Fleming,,5605622006918,5099627732789
B V NON WOVEN SWABS STERILE 10 X 10CM,,1,,0.40,23,Fleming,,,5099627569002
B V NON WOVEN SWABS STERILE 10 X 10CM,,50,,19.75,23,Fleming,,5605622011905,5099627897556
B V NON WOVEN SWABS STERILE 5 X 5 CM,,50,,13.75,23,Fleming,,5605622011752,5099627897525
B V NON WOVEN SWABS STERILE 5 X 5CM,,1,,0.28,23,Fleming,,,5099627084918
B V NON WOVEN SWABS STERILE 7.5 X 7.5CM,,1,,0.29,23,Fleming,,,5099627085205
B V NON WOVEN SWABS STERILE 7.5 X7.5CM,,50,,14.25,23,Fleming,,5605622011806,5099627897532
B V ORTHOPAEDIC PADDING 10CM X 2.7M,,1,,1.75,23,Fleming,,5605622002378,5099627382199
B V ORTHOPAEDIC PADDING 15CM X 2.7M,,1,,2.45,23,Fleming,,5605622002385,5099627382205
B V ORTHOPAEDIC PADDING 20CM X 2.7M,,1,,3.25,23,Fleming,,5605622002392,5099627382243
B V ORTHOPAEDIC PADDING 5CM X 2.7M,,1,,0.95,23,Fleming,,5605622002354,5099627382090
B V ORTHOPAEDIC PADDING 7.5CM X 2.7M,,1,,1.25,23,Fleming,,5605622002361,5099627382137
B V OVERSHOES NON WOVEN WHITE,,200,,27.75,23,Fleming,,5605622008097,5099627149457
B V PLASTER OF PARIS BANDAGE 10CM X 3M,,1,,1.75,23,Fleming,,5605622002323,5099627720762
B V PLASTER OF PARIS BANDAGE 15CM X 3M,,1,,2.95,23,Fleming,,5605622002330,5099627721035
B V PLASTER OF PARIS BANDAGE 20CM X 3M,,1,,2.75,23,Fleming,,5605622002347,5099627721356
B V PLASTER OF PARIS BANDAGE 6CM X 2M,,1,,0.95,23,Fleming,,5605622002316,5099627720557
B V RIBBON GAUZE 1.25CM X 5M,,24,,5.75,23,Fleming,,5605622003412,5099627382564
B V RIBBON GAUZE 2.5CM X 5M,,12,,5.75,23,Fleming,,5605622003429,5099627382649
B V RIBBON GAUZE 5CM X 5M,,12,,7.95,23,Fleming,,5605622003436,5099627382656
B V RIBBON GAUZE 7.5CM X 5M,,8,,7.45,23,Fleming,,5605622003443,5099627382694
B V RIBBON GAUZE XRAY 1.25CM X 10M,,24,,21.95,23,Fleming,,5605622003566,5099627150644
B V RIBBON GAUZE XRAY 1.25CM X 5M,,24,,9.75,23,Fleming,,5605622003467,5099627150880
B V RIBBON GAUZE XRAY 2.5CM X 10M,,12,,13.95,23,Fleming,,5605622003573,5099627150897
B V RIBBON GAUZE XRAY 5CM X 10M,,12,,15.95,23,Fleming,,5605622003580,5099627150910
B V SILVER RESCUE SHEET 140X220CM,,1,,2.95,23,Fleming,,5605622008387,5099627608718
B V STERI CREPE BANDAGE10CM X 5M DBLWRAP,,1,,3.25,23,Fleming,,5605622016689,5099627151177
B V STERI CREPE BANDAGE15CM X 5M DBLWRAP,,1,,4.75,23,Fleming,,5605622016696,5099627151207
B V STERILE APPLICATOR,,1,,0.56,23,Fleming,,5605622021737,5099627586054
B V STERILE COTTON BALLS 200,,5,,39.45,23,Fleming,,5605622007335,5099627421782
B V STERILE DRESSING PACK NO 1 STERILE,,1,,1.25,23,Fleming,,5605622013022,5099627897662
B V STERILE DRESSING PACK NO 2 STERILE,,1,,1.95,23,Fleming,,5605622013039,5099627897679
B V STERILE DRESSING PACK NO 3 STERILE,,1,,2.95,23,Fleming,,5605622013046,5099627897686
B V STERILE DRESSING PACK NO 4 STERILE,,1,,3.95,23,Fleming,,5605622013053,5099627728157
B V STERILE DRESSING PACK NO 5 STERILE,,1,,6.81,23,Fleming,,5605622013060,5099627728164
